record_id,true_lineage_id
NDX-R01171,L01009
NDX-R01172,L01010
NDX-R01173,L01011
NDX-R01174,L01011
NDX-R01176,L01012
NDX-R01175,L01012
NDX-R01177,L01013
NDX-R01178,L01014
NDX-R01179,L01014
NDX-R01180,L01015
NDX-R01181,L01016
NDX-R01182,L01017
NDX-R01183,L01018
NDX-R01184,L01019
NDX-R01185,L01020
NDX-R01186,L01020
NDX-R01187,L01021
NDX-R01188,L01021
NDX-R01189,L01022
NDX-R01190,L01023
NDX-R01191,L01024
NDX-R01192,L01025
NDX-R01193,L01025
NDX-R01194,L01026
NDX-R01197,L01027
NDX-R01195,L01027
NDX-R01196,L01027
NDX-R01200,L01029
NDX-R01201,L01030
NDX-R01202,L01031
NDX-R01203,L01032
NDX-R01204,L01033
NDX-R01205,L01034
NDX-R01206,L01035
NDX-R01207,L01036
NDX-R01208,L01037
NDX-R01209,L01038
NDX-R01210,L01039
NDX-R01211,L01040
NDX-R01212,L01041
NDX-R01213,L01042
NDX-R01214,L01043
NDX-R01215,L01044
NDX-R01217,L01045
NDX-R01216,L01045
NDX-R01218,L01046
NDX-R01219,L01047
NDX-R01220,L01048
NDX-R01221,L01049
NDX-R01222,L01050
NDX-R01224,L01051
NDX-R01223,L01051
NDX-R01226,L01052
NDX-R01225,L01052
NDX-R01227,L01053
NDX-R01228,L01053
NDX-R01229,L01054
NDX-R01230,L01055
NDX-R01231,L01056
NDX-R01232,L01057
NDX-R01233,L01058
NDX-R01234,L01059
NDX-R01235,L01060
NDX-R01236,L01061
NDX-R01237,L01062
NDX-R01238,L01063
NDX-R01239,L01064
NDX-R01240,L01065
NDX-R01241,L01066
NDX-R01242,L01067
NDX-R01243,L01068
NDX-R01244,L01069
NDX-R01245,L01070
NDX-R01246,L01071
NDX-R01247,L01072
NDX-R01248,L01073
NDX-R01249,L01074
NDX-R01250,L01075
NDX-R01251,L01076
NDX-R01252,L01077
NDX-R01253,L01078
NDX-R01254,L01079
NDX-R01255,L01080
NDX-R01256,L01081
NDX-R01257,L01082
NDX-R01258,L01083
NDX-R01259,L01084
NDX-R01260,L01085
NDX-R01261,L01086
NDX-R01262,L01087
NDX-R01263,L01088
NDX-R01264,L01089
NDX-R01265,L01090
NDX-R01266,L01091
NDX-R01267,L01092
NDX-R01268,L01093
NDX-R01269,L01093
NDX-R01271,L01094
NDX-R01270,L01094
NDX-R01272,L01095
NDX-R01273,L01096
NDX-R01274,L01097
NDX-R01275,L01098
NDX-R01276,L01099
NDX-R01277,L01100
NDX-R01279,L01101
NDX-R01278,L01101
NDX-R01280,L01102
NDX-R01281,L01103
NDX-R01282,L01103
NDX-R01283,L01104
NDX-R01284,L01105
NDX-R01285,L01106
NDX-R01286,L01107
NDX-R01287,L01108
NDX-R01289,L01109
NDX-R01288,L01109
NDX-R01290,L01110
NDX-R01291,L01111
NDX-R01292,L01112
NDX-R01293,L01113
NDX-R01294,L01114
NDX-R01295,L01115
NDX-R01296,L01116
NDX-R01297,L01117
NDX-R01298,L01118
NDX-R01299,L01119
NDX-R01300,L01120
NDX-R01301,L01121
NDX-R01302,L01122
NDX-R01303,L01123
NDX-R01304,L01124
NDX-R01305,L01125
NDX-R01307,L01126
NDX-R01306,L01126
NDX-R01308,L01127
NDX-R01309,L01128
NDX-R01310,L01129
NDX-R01311,L01130
NDX-R01312,L01131
NDX-R01313,L01131
NDX-R01314,L01132
NDX-R01315,L01133
NDX-R01316,L01134
NDX-R01317,L01135
NDX-R01319,L01136
NDX-R01318,L01136
NDX-R01320,L01137
NDX-R01321,L01138
NDX-R01322,L01139
NDX-R01324,L01140
NDX-R01323,L01140
NDX-R01325,L01141
NDX-R01326,L01142
NDX-R01327,L01143
NDX-R01328,L01143
NDX-R01329,L01144
NDX-R01331,L01145
NDX-R01330,L01145
NDX-R01332,L01146
NDX-R01333,L01147
NDX-R01334,L01147
NDX-R01335,L01148
NDX-R01336,L01149
NDX-R01337,L01150
NDX-R01338,L01151
NDX-R01339,L01152
NDX-R01340,L01153
NDX-R01341,L01154
NDX-R01342,L01155
NDX-R01343,L01156
NDX-R01344,L01157
NDX-R01345,L01158
NDX-R01346,L01159
NDX-R01347,L01160
NDX-R01348,L01161
NDX-R01349,L01162
NDX-R01350,L01163
NDX-R01351,L01164
NDX-R01352,L01165
NDX-R01355,L01166
NDX-R01353,L01166
NDX-R01354,L01166
NDX-R01356,L01167
NDX-R01357,L01168
NDX-R01358,L01169
NDX-R01359,L01170
NDX-R01360,L01171
NDX-R01361,L01172
NDX-R01362,L01173
NDX-R01363,L01174
NDX-R01364,L01175
NDX-R01365,L01176
NDX-R01366,L01177
NDX-R01367,L01178
NDX-R01368,L01179
NDX-R01369,L01180
NDX-R01370,L01181
NDX-R01371,L01182
NDX-R01372,L01182
NDX-R01373,L01183
NDX-R01374,L01184
NDX-R01375,L01185
NDX-R01376,L01186
NDX-R01377,L01187
NDX-R01378,L01188
NDX-R01379,L01189
NDX-R01380,L01189
NDX-R01381,L01190
NDX-R01382,L01191
NDX-R01383,L01192
NDX-R01384,L01193
NDX-R01385,L01194
NDX-R01387,L01195
NDX-R01386,L01195
NDX-R01388,L01196
NDX-R01389,L01197
NDX-R01390,L01198
NDX-R01391,L01199
NDX-R01392,L01200
