allocation_id,payment_event_id,bill_record_id,allocated_amount_minor,currency,available_at,source_ref
AL000255,EV000617,PM-R00331,142403,USD,2023-05-28T04:02:30+00:00,CPL/SRC/allocations/00617
AL000256,EV000620,PM-R00333,7785,USD,2023-08-28T21:03:00+00:00,CPL/SRC/allocations/00620
AL000257,EV000622,PM-R00334,10400,USD,2022-11-30T07:50:50+00:00,CPL/SRC/allocations/00622
AL000258,EV000624,PM-R00335,10495,USD,2022-11-10T02:48:20+00:00,CPL/SRC/allocations/00624
AL000259,EV000626,PM-R00336,4548,USD,2023-04-21T22:01:37+00:00,CPL/SRC/allocations/00626
AL000260,EV000629,PM-R00338,4449,USD,2023-02-11T18:02:52+00:00,CPL/SRC/allocations/00629
AL000261,EV000633,PM-R00340,8041,USD,2023-02-10T15:03:28+00:00,CPL/SRC/allocations/00634
AL000262,EV000633,PM-R00341,9561,USD,2023-02-08T06:54:25+00:00,CPL/SRC/allocations/00634
AL000263,EV000639,PM-R00344,6951,USD,2023-01-04T21:09:20+00:00,CPL/SRC/allocations/00639
AL000264,EV000641,PM-R00345,18083,USD,2022-12-16T05:08:17+00:00,CPL/SRC/allocations/00641
AL000265,EV000648,PM-R00350,5205,USD,2022-12-01T23:17:33+00:00,CPL/SRC/allocations/00648
AL000266,EV000650,PM-R00351,12046,USD,2023-01-06T19:37:02+00:00,CPL/SRC/allocations/00650
AL000267,EV000652,PM-R00352,18081,USD,2023-09-25T20:28:30+00:00,CPL/SRC/allocations/00652
AL000268,EV000654,PM-R00353,70139,USD,2023-01-13T02:17:54+00:00,CPL/SRC/allocations/00654
AL000269,EV000656,PM-R00354,11368,USD,2022-10-07T23:44:09+00:00,CPL/SRC/allocations/00656
AL000270,EV000658,PM-R00355,10975,USD,2023-04-03T19:24:12+00:00,CPL/SRC/allocations/00658
AL000271,EV000660,PM-R00356,31539,USD,2023-02-03T09:53:43+00:00,CPL/SRC/allocations/00660
AL000272,EV000662,PM-R00357,73074,USD,2022-07-17T01:45:52+00:00,CPL/SRC/allocations/00662
AL000273,EV000664,PM-R00358,5949,USD,2023-08-14T23:09:54+00:00,CPL/SRC/allocations/00664
AL000274,EV000666,PM-R00359,4990,USD,2023-05-16T23:31:04+00:00,CPL/SRC/allocations/00666
AL000275,EV000668,PM-R00360,8100,USD,2023-08-30T19:23:27+00:00,CPL/SRC/allocations/00668
AL000276,EV000672,PM-R00363,2825,USD,2023-03-17T11:58:40+00:00,CPL/SRC/allocations/00673
AL000277,EV000672,PM-R00364,1720,USD,2023-03-23T00:51:11+00:00,CPL/SRC/allocations/00673
AL000278,EV000676,PM-R00366,88286,USD,2022-10-24T20:19:50+00:00,CPL/SRC/allocations/00676
AL000279,EV000678,PM-R00367,5880,USD,2022-10-15T01:19:13+00:00,CPL/SRC/allocations/00678
AL000280,EV000681,PM-R00369,6766,USD,2023-05-11T15:12:44+00:00,CPL/SRC/allocations/00681
AL000281,EV000683,PM-R00370,28212,USD,2022-09-21T07:23:04+00:00,CPL/SRC/allocations/00683
AL000282,EV000685,PM-R00371,8820,USD,2023-04-13T17:09:57+00:00,CPL/SRC/allocations/00685
AL000283,EV000687,PM-R00372,11098,USD,2023-02-28T12:10:09+00:00,CPL/SRC/allocations/00687
AL000284,EV000689,PM-R00373,8811,USD,2023-07-06T17:21:33+00:00,CPL/SRC/allocations/00690
AL000285,EV000689,PM-R00374,8133,USD,2023-07-08T06:34:06+00:00,CPL/SRC/allocations/00690
AL000286,EV000692,PM-R00375,43149,USD,2023-03-31T10:58:08+00:00,CPL/SRC/allocations/00692
AL000287,EV000694,PM-R00376,39742,USD,2023-03-31T17:41:33+00:00,CPL/SRC/allocations/00695
AL000288,EV000694,PM-R00377,32681,USD,2023-03-31T00:32:25+00:00,CPL/SRC/allocations/00695
AL000289,EV000698,PM-R00379,8252,USD,2023-04-19T23:03:51+00:00,CPL/SRC/allocations/00698
AL000290,EV000700,PM-R00380,6724,USD,2022-11-08T09:50:51+00:00,CPL/SRC/allocations/00700
AL000291,EV000702,PM-R00381,4901,USD,2023-01-05T09:18:45+00:00,CPL/SRC/allocations/00702
AL000292,EV000704,PM-R00382,84288,USD,2023-05-19T00:20:56+00:00,CPL/SRC/allocations/00704
AL000293,EV000706,PM-R00383,3995,USD,2022-07-29T14:23:03+00:00,CPL/SRC/allocations/00706
AL000294,EV000708,PM-R00384,23670,USD,2022-10-18T21:49:48+00:00,CPL/SRC/allocations/00708
AL000295,EV000710,PM-R00385,34471,USD,2023-02-27T21:16:21+00:00,CPL/SRC/allocations/00710
AL000296,EV000714,PM-R00387,15522,USD,2022-11-24T20:29:09+00:00,CPL/SRC/allocations/00714
AL000297,EV000716,PM-R00388,3074,USD,2022-09-15T17:18:11+00:00,CPL/SRC/allocations/00716
AL000298,EV000719,PM-R00390,22027,USD,2023-07-26T21:37:52+00:00,CPL/SRC/allocations/00719
AL000299,EV000721,PM-R00391,28985,USD,2022-12-19T22:26:54+00:00,CPL/SRC/allocations/00722
AL000300,EV000721,PM-R00392,35070,USD,2022-12-25T08:25:51+00:00,CPL/SRC/allocations/00722
AL000301,EV000724,PM-R00393,4475,USD,2022-12-09T23:33:28+00:00,CPL/SRC/allocations/00724
AL000302,EV000726,PM-R00394,16670,USD,2023-09-15T17:32:20+00:00,CPL/SRC/allocations/00726
AL000303,EV000730,PM-R00396,9787,USD,2023-07-13T18:10:25+00:00,CPL/SRC/allocations/00730
AL000304,EV000732,PM-R00397,10589,USD,2023-08-17T01:37:31+00:00,CPL/SRC/allocations/00732
AL000305,EV000734,PM-R00398,6701,USD,2023-09-01T00:01:47+00:00,CPL/SRC/allocations/00735
AL000306,EV000734,PM-R00399,2920,USD,2023-08-29T00:57:55+00:00,CPL/SRC/allocations/00735
AL000307,EV000737,PM-R00400,4471,USD,2023-01-19T22:31:15+00:00,CPL/SRC/allocations/00737
AL000308,EV000740,PM-R00402,10153,USD,2022-08-24T14:01:27+00:00,CPL/SRC/allocations/00740
AL000309,EV000742,PM-R00403,2907,USD,2023-07-16T18:40:47+00:00,CPL/SRC/allocations/00742
AL000310,EV000744,PM-R00404,4629,USD,2022-10-17T03:51:57+00:00,CPL/SRC/allocations/00744
AL000311,EV000746,PM-R00405,8717,USD,2023-07-06T15:24:45+00:00,CPL/SRC/allocations/00746
AL000312,EV000748,PM-R00406,9810,USD,2022-08-14T05:19:34+00:00,CPL/SRC/allocations/00748
AL000313,EV000750,PM-R00407,15217,USD,2022-10-26T09:43:24+00:00,CPL/SRC/allocations/00750
AL000314,EV000752,PM-R00408,114712,USD,2023-10-11T12:07:11+00:00,CPL/SRC/allocations/00752
AL000315,EV000754,PM-R00409,45976,USD,2023-02-24T13:49:25+00:00,CPL/SRC/allocations/00754
AL000316,EV000756,PM-R00410,2601,USD,2023-07-31T15:18:49+00:00,CPL/SRC/allocations/00756
AL000317,EV000758,PM-R00411,14577,USD,2023-09-14T04:48:43+00:00,CPL/SRC/allocations/00759
AL000318,EV000758,PM-R00412,12249,USD,2023-09-15T03:55:12+00:00,CPL/SRC/allocations/00759
AL000319,EV000761,PM-R00413,8829,USD,2023-06-24T00:17:54+00:00,CPL/SRC/allocations/00762
AL000320,EV000761,PM-R00414,6657,USD,2023-06-24T14:06:33+00:00,CPL/SRC/allocations/00762
AL000321,EV000764,PM-R00415,3994,USD,2022-09-26T19:07:52+00:00,CPL/SRC/allocations/00764
AL000322,EV000766,PM-R00416,4764,USD,2023-06-05T23:48:27+00:00,CPL/SRC/allocations/00766
AL000323,EV000770,PM-R00419,2671,USD,2023-06-01T01:39:45+00:00,TRI/SRC/allocations/00771
AL000324,EV000770,PM-R00420,2669,USD,2023-05-31T21:24:51+00:00,TRI/SRC/allocations/00771
AL000325,EV000773,PM-R00421,9348,USD,2023-06-18T22:07:09+00:00,TRI/SRC/allocations/00773
AL000326,EV000775,PM-R00422,69686,USD,2023-08-12T09:53:35+00:00,TRI/SRC/allocations/00775
AL000327,EV000777,PM-R00423,15359,USD,2023-01-24T01:44:23+00:00,TRI/SRC/allocations/00777
AL000328,EV000779,PM-R00424,24540,USD,2022-09-29T18:35:40+00:00,TRI/SRC/allocations/00779
AL000329,EV000781,PM-R00425,2857,USD,2022-09-15T05:14:39+00:00,TRI/SRC/allocations/00781
AL000330,EV000783,PM-R00426,10795,USD,2022-12-27T00:36:10+00:00,TRI/SRC/allocations/00783
AL000331,EV000787,PM-R00428,4905,USD,2023-09-28T19:58:32+00:00,TRI/SRC/allocations/00787
AL000332,EV000794,PM-R00433,119381,USD,2023-10-23T14:51:17+00:00,TRI/SRC/allocations/00794
AL000333,EV000796,PM-R00434,7619,USD,2022-09-13T17:02:36+00:00,TRI/SRC/allocations/00796
AL000334,EV000798,PM-R00435,7198,USD,2023-08-23T21:07:54+00:00,TRI/SRC/allocations/00798
AL000335,EV000800,PM-R00436,31944,USD,2022-09-11T22:16:12+00:00,TRI/SRC/allocations/00801
AL000336,EV000800,PM-R00437,17328,USD,2022-09-16T03:15:09+00:00,TRI/SRC/allocations/00801
AL000337,EV000803,PM-R00438,6023,USD,2023-06-05T16:31:45+00:00,TRI/SRC/allocations/00803
AL000338,EV000805,PM-R00439,7835,USD,2022-11-01T06:48:06+00:00,TRI/SRC/allocations/00805
AL000339,EV000807,PM-R00440,16317,USD,2022-11-11T02:48:06+00:00,TRI/SRC/allocations/00807
AL000340,EV000810,PM-R00442,20124,USD,2023-09-11T22:37:11+00:00,TRI/SRC/allocations/00810
AL000341,EV000812,PM-R00443,13871,USD,2023-05-10T10:32:55+00:00,TRI/SRC/allocations/00812
AL000342,EV000817,PM-R00446,8049,USD,2023-04-18T12:14:45+00:00,TRI/SRC/allocations/00817
AL000343,EV000819,PM-R00447,95315,USD,2023-10-17T22:27:39+00:00,TRI/SRC/allocations/00819
AL000344,EV000821,PM-R00448,4887,USD,2023-09-11T17:49:58+00:00,TRI/SRC/allocations/00821
AL000345,EV000823,PM-R00449,17683,USD,2022-11-01T08:46:06+00:00,TRI/SRC/allocations/00823
AL000346,EV000825,PM-R00450,16493,USD,2023-03-29T21:06:34+00:00,TRI/SRC/allocations/00825
AL000347,EV000827,PM-R00451,65247,USD,2022-12-30T22:22:58+00:00,TRI/SRC/allocations/00827
AL000348,EV000831,PM-R00454,6825,USD,2022-09-07T05:11:53+00:00,TRI/SRC/allocations/00831
AL000349,EV000833,PM-R00455,17215,USD,2023-03-02T23:33:45+00:00,TRI/SRC/allocations/00833
AL000350,EV000835,PM-R00456,2780,USD,2023-07-11T17:40:35+00:00,TRI/SRC/allocations/00835
AL000351,EV000837,PM-R00457,3514,USD,2022-08-25T23:07:41+00:00,TRI/SRC/allocations/00837
AL000352,EV000839,PM-R00458,17908,USD,2023-06-03T18:56:00+00:00,TRI/SRC/allocations/00840
AL000353,EV000839,PM-R00459,8507,USD,2023-06-01T14:51:45+00:00,TRI/SRC/allocations/00840
AL000354,EV000842,PM-R00460,30212,USD,2023-08-16T18:42:16+00:00,TRI/SRC/allocations/00842
AL000355,EV000844,PM-R00461,1832,USD,2022-12-16T23:03:22+00:00,TRI/SRC/allocations/00845
AL000356,EV000844,PM-R00462,1339,USD,2022-12-12T20:25:21+00:00,TRI/SRC/allocations/00845
AL000357,EV000848,PM-R00464,3707,USD,2023-05-06T14:06:44+00:00,TRI/SRC/allocations/00849
AL000358,EV000848,PM-R00465,4240,USD,2023-05-06T07:38:33+00:00,TRI/SRC/allocations/00849
AL000359,EV000851,PM-R00466,27049,USD,2023-03-02T22:23:22+00:00,TRI/SRC/allocations/00851
AL000360,EV000853,PM-R00467,40259,USD,2022-10-25T15:52:34+00:00,TRI/SRC/allocations/00853
AL000361,EV000855,PM-R00468,48915,USD,2023-05-23T01:00:11+00:00,TRI/SRC/allocations/00855
AL000362,EV000857,PM-R00469,3799,USD,2023-01-14T21:21:38+00:00,TRI/SRC/allocations/00857
AL000363,EV000859,PM-R00470,5596,USD,2023-08-14T12:11:08+00:00,TRI/SRC/allocations/00859
AL000364,EV000861,PM-R00471,12792,USD,2023-03-13T22:54:40+00:00,TRI/SRC/allocations/00861
AL000365,EV000864,PM-R00473,9742,USD,2023-09-09T04:53:39+00:00,TRI/SRC/allocations/00864
AL000366,EV000866,PM-R00474,175964,USD,2022-08-23T18:46:38+00:00,TRI/SRC/allocations/00866
AL000367,EV000870,PM-R00476,29890,USD,2023-03-24T03:32:26+00:00,TRI/SRC/allocations/00870
AL000368,EV000875,PM-R00479,15456,USD,2023-03-04T14:03:02+00:00,TRI/SRC/allocations/00875
AL000369,EV000877,PM-R00480,3633,USD,2022-08-16T01:40:38+00:00,TRI/SRC/allocations/00877
AL000370,EV000879,PM-R00481,5605,USD,2022-10-24T20:37:24+00:00,TRI/SRC/allocations/00879
AL000371,EV000881,PM-R00482,18307,USD,2022-12-26T21:18:15+00:00,TRI/SRC/allocations/00881
AL000372,EV000884,PM-R00484,17067,USD,2023-10-10T23:22:48+00:00,TRI/SRC/allocations/00885
AL000373,EV000884,PM-R00485,12746,USD,2023-10-12T20:21:44+00:00,TRI/SRC/allocations/00885
AL000374,EV000887,PM-R00486,8215,USD,2023-08-08T00:13:07+00:00,TRI/SRC/allocations/00887
AL000375,EV000889,PM-R00487,37692,USD,2022-08-19T00:27:57+00:00,TRI/SRC/allocations/00889
AL000376,EV000891,PM-R00488,8642,USD,2023-02-23T09:12:38+00:00,TRI/SRC/allocations/00891
AL000377,EV000893,PM-R00489,22261,USD,2023-03-01T23:08:00+00:00,TRI/SRC/allocations/00893
AL000378,EV000897,PM-R00491,3058,USD,2022-11-08T05:25:02+00:00,TRI/SRC/allocations/00897
AL000379,EV000900,PM-R00492,2146,USD,2023-01-31T01:33:46+00:00,TRI/SRC/allocations/00900
AL000380,EV000902,PM-R00493,20165,USD,2022-11-01T00:05:48+00:00,TRI/SRC/allocations/00902
AL000381,EV000906,PM-R00495,11541,USD,2023-10-13T09:00:07+00:00,TRI/SRC/allocations/00906
AL000382,EV000910,PM-R00497,12890,USD,2022-09-27T16:17:54+00:00,TRI/SRC/allocations/00910
AL000383,EV000914,PM-R00500,8143,USD,2022-07-27T21:52:37+00:00,TRI/SRC/allocations/00914
AL000384,EV000916,PM-R00501,4384,USD,2023-03-29T22:06:41+00:00,TRI/SRC/allocations/00917
AL000385,EV000916,PM-R00502,2910,USD,2023-03-29T17:30:41+00:00,TRI/SRC/allocations/00917
AL000386,EV000919,PM-R00503,130637,USD,2023-03-29T22:38:57+00:00,TRI/SRC/allocations/00919
AL000387,EV000921,PM-R00504,14188,USD,2023-06-04T09:06:59+00:00,TRI/SRC/allocations/00921
AL000388,EV000923,PM-R00505,5916,USD,2023-08-26T22:35:29+00:00,TRI/SRC/allocations/00923
AL000389,EV000927,PM-R00507,15119,USD,2023-05-27T17:00:41+00:00,TRI/SRC/allocations/00927
AL000390,EV000930,PM-R00508,32355,USD,2023-08-24T06:44:47+00:00,TRI/SRC/allocations/00930
AL000391,EV000932,PM-R00509,19018,USD,2023-05-01T16:17:56+00:00,TRI/SRC/allocations/00932
AL000392,EV000934,PM-R00510,13140,USD,2022-10-06T07:25:13+00:00,TRI/SRC/allocations/00934
AL000393,EV000937,PM-R00512,38017,USD,2022-12-27T11:13:38+00:00,TRI/SRC/allocations/00937
AL000394,EV000939,PM-R00513,29267,USD,2023-04-18T22:48:32+00:00,TRI/SRC/allocations/00939
AL000395,EV000941,PM-R00514,131611,USD,2023-09-22T07:39:10+00:00,TRI/SRC/allocations/00941
AL000396,EV000945,PM-R00516,8046,USD,2023-07-25T22:44:40+00:00,TRI/SRC/allocations/00945
AL000397,EV000947,PM-R00517,5757,USD,2022-11-09T16:00:56+00:00,TRI/SRC/allocations/00947
AL000398,EV000955,PM-R00521,14716,USD,2022-08-02T23:19:58+00:00,TRI/SRC/allocations/00955
AL000399,EV000957,PM-R00522,81631,USD,2023-03-13T12:21:12+00:00,TRI/SRC/allocations/00957
AL000400,EV000960,PM-R00524,9867,USD,2023-06-22T01:07:06+00:00,TRI/SRC/allocations/00960
AL000401,EV000964,PM-R00526,8730,USD,2023-08-09T22:38:28+00:00,TRI/SRC/allocations/00964
AL000402,EV000966,PM-R00527,9767,USD,2023-03-02T07:57:57+00:00,TRI/SRC/allocations/00967
AL000403,EV000966,PM-R00528,4670,USD,2023-02-28T00:51:12+00:00,TRI/SRC/allocations/00967
AL000404,EV000969,PM-R00529,6275,USD,2023-10-09T23:14:48+00:00,TRI/SRC/allocations/00969
AL000405,EV000976,PM-R00533,50510,USD,2023-08-27T16:23:47+00:00,TRI/SRC/allocations/00976
AL000406,EV000978,PM-R00534,16996,USD,2023-10-19T13:57:43+00:00,TRI/SRC/allocations/00978
AL000407,EV000980,PM-R00535,8501,USD,2022-12-22T17:53:36+00:00,TRI/SRC/allocations/00980
AL000408,EV000982,PM-R00536,32624,USD,2023-10-22T11:31:02+00:00,TRI/SRC/allocations/00982
AL000409,EV000984,PM-R00537,7414,USD,2023-02-03T20:11:45+00:00,TRI/SRC/allocations/00984
AL000410,EV000986,PM-R00538,7945,USD,2023-05-24T04:57:46+00:00,TRI/SRC/allocations/00986
AL000411,EV000988,PM-R00539,43437,USD,2023-07-17T20:28:12+00:00,TRI/SRC/allocations/00988
AL000412,EV000990,PM-R00540,1895,USD,2023-01-24T07:30:36+00:00,TRI/SRC/allocations/00990
AL000413,EV000992,PM-R00541,14279,USD,2022-10-04T21:31:06+00:00,TRI/SRC/allocations/00992
AL000414,EV000995,PM-R00543,6725,USD,2022-12-31T17:43:05+00:00,TRI/SRC/allocations/00995
AL000415,EV000998,PM-R00545,7260,USD,2023-03-03T21:29:50+00:00,TRI/SRC/allocations/00998
AL000416,EV001000,PM-R00546,101010,USD,2023-07-18T05:52:22+00:00,TRI/SRC/allocations/01000
AL000417,EV001004,PM-R00548,4026,USD,2023-08-28T20:19:26+00:00,TRI/SRC/allocations/01005
AL000418,EV001004,PM-R00549,2649,USD,2023-08-28T22:41:38+00:00,TRI/SRC/allocations/01005
AL000419,EV001007,PM-R00550,10984,USD,2023-05-19T01:29:41+00:00,TRI/SRC/allocations/01007
AL000420,EV001009,PM-R00551,3214,USD,2023-04-15T14:33:07+00:00,TRI/SRC/allocations/01009
AL000421,EV001011,PM-R00552,30712,USD,2022-07-25T21:55:06+00:00,TRI/SRC/allocations/01011
AL000422,EV001013,PM-R00553,9985,USD,2022-11-02T05:09:55+00:00,TRI/SRC/allocations/01014
AL000423,EV001013,PM-R00554,9988,USD,2022-11-04T20:29:25+00:00,TRI/SRC/allocations/01014
AL000424,EV001018,PM-R00556,18949,USD,2023-05-11T23:10:44+00:00,TRI/SRC/allocations/01018
AL000425,EV001020,PM-R00557,5689,USD,2023-08-10T23:25:24+00:00,TRI/SRC/allocations/01021
AL000426,EV001020,PM-R00558,3455,USD,2023-08-10T20:27:01+00:00,TRI/SRC/allocations/01021
AL000427,EV001023,PM-R00559,19091,USD,2022-09-20T01:36:03+00:00,TRI/SRC/allocations/01024
AL000428,EV001023,PM-R00560,15616,USD,2022-09-21T06:49:10+00:00,TRI/SRC/allocations/01024
AL000429,EV001026,PM-R00561,24629,USD,2022-12-05T23:50:25+00:00,TRI/SRC/allocations/01026
AL000430,EV001028,PM-R00562,7837,USD,2022-12-10T02:32:16+00:00,TRI/SRC/allocations/01028
AL000431,EV001031,PM-R00564,14884,USD,2023-05-09T22:59:33+00:00,TRI/SRC/allocations/01031
AL000432,EV001036,PM-R00567,42430,USD,2023-06-22T20:22:06+00:00,TRI/SRC/allocations/01036
AL000433,EV001038,PM-R00568,10210,USD,2023-09-07T16:44:58+00:00,TRI/SRC/allocations/01038
AL000434,EV001044,PM-R00572,8604,USD,2023-10-26T10:25:41+00:00,TRI/SRC/allocations/01044
AL000435,EV001049,PM-R00576,17022,USD,2023-05-29T09:34:45+00:00,TRI/SRC/allocations/01049
AL000436,EV001051,PM-R00577,14682,USD,2023-07-17T10:42:23+00:00,TRI/SRC/allocations/01051
AL000437,EV001053,PM-R00578,7358,USD,2023-08-08T01:09:51+00:00,TRI/SRC/allocations/01053
AL000438,EV001055,PM-R00579,14443,USD,2022-09-20T20:00:36+00:00,TRI/SRC/allocations/01055
AL000439,EV001057,PM-R00580,34663,USD,2023-08-28T20:56:15+00:00,TRI/SRC/allocations/01058
AL000440,EV001057,PM-R00581,27047,USD,2023-08-29T03:39:43+00:00,TRI/SRC/allocations/01058
AL000441,EV001060,PM-R00582,8370,USD,2022-12-22T10:08:41+00:00,TRI/SRC/allocations/01060
AL000442,EV001062,PM-R00583,4317,USD,2023-10-02T00:25:58+00:00,TRI/SRC/allocations/01062
AL000443,EV001064,PM-R00584,11582,USD,2023-01-24T14:18:17+00:00,TRI/SRC/allocations/01064
AL000444,EV001067,PM-R00586,9888,USD,2023-02-27T16:52:29+00:00,TRI/SRC/allocations/01067
AL000445,EV001069,PM-R00587,8321,USD,2022-11-10T20:27:42+00:00,TRI/SRC/allocations/01069
AL000446,EV001071,PM-R00588,6647,USD,2022-10-23T11:46:05+00:00,TRI/SRC/allocations/01071
AL000447,EV001073,PM-R00589,8067,USD,2023-08-28T19:47:56+00:00,TRI/SRC/allocations/01073
AL000448,EV001077,PM-R00592,11436,USD,2023-08-03T21:20:34+00:00,TRI/SRC/allocations/01077
AL000449,EV001083,PM-R00596,16799,USD,2022-09-26T05:30:42+00:00,TRI/SRC/allocations/01083
AL000450,EV001085,PM-R00597,28271,USD,2022-12-06T06:32:21+00:00,TRI/SRC/allocations/01085
AL000451,EV001087,PM-R00598,8259,USD,2022-12-21T04:54:58+00:00,TRI/SRC/allocations/01087
AL000452,EV001089,PM-R00599,6547,USD,2023-04-01T02:01:10+00:00,TRI/SRC/allocations/01089
AL000453,EV001091,PM-R00600,35845,USD,2022-10-20T19:01:16+00:00,TRI/SRC/allocations/01091
AL000454,EV001093,PM-R00601,2955,USD,2022-10-04T14:00:49+00:00,TRI/SRC/allocations/01093
AL000455,EV001095,PM-R00602,11474,USD,2022-08-09T12:48:30+00:00,TRI/SRC/allocations/01095
AL000456,EV001098,PM-R00604,6932,USD,2023-03-16T20:24:42+00:00,TRI/SRC/allocations/01098
AL000457,EV001100,PM-R00605,36120,USD,2023-03-07T14:18:04+00:00,TRI/SRC/allocations/01100
AL000458,EV001102,PM-R00606,18741,USD,2022-11-08T09:53:48+00:00,TRI/SRC/allocations/01102
AL000459,EV001105,PM-R00607,12959,USD,2023-10-21T21:29:42+00:00,TRI/SRC/allocations/01105
AL000460,EV001107,PM-R00608,9795,USD,2023-03-28T20:25:07+00:00,TRI/SRC/allocations/01107
AL000461,EV001117,PM-R00613,3243,USD,2023-05-04T09:33:23+00:00,TRI/SRC/allocations/01117
AL000462,EV001119,PM-R00614,56316,USD,2022-10-26T00:53:12+00:00,TRI/SRC/allocations/01119
AL000463,EV001121,PM-R00615,19255,USD,2023-09-26T22:27:57+00:00,TRI/SRC/allocations/01121
AL000464,EV001123,PM-R00616,4554,USD,2023-02-21T17:07:29+00:00,TRI/SRC/allocations/01124
AL000465,EV001123,PM-R00617,2998,USD,2023-02-20T21:36:54+00:00,TRI/SRC/allocations/01124
AL000466,EV001126,PM-R00618,11436,USD,2022-10-18T20:10:58+00:00,TRI/SRC/allocations/01126
AL000467,EV001130,PM-R00620,14354,USD,2023-01-19T19:32:09+00:00,TRI/SRC/allocations/01130
AL000468,EV001136,PM-R00624,2220,USD,2023-02-23T23:09:04+00:00,TRI/SRC/allocations/01136
AL000469,EV001138,PM-R00625,16608,USD,2023-05-08T12:35:53+00:00,TRI/SRC/allocations/01138
AL000470,EV001140,PM-R00626,5671,USD,2023-06-13T23:48:22+00:00,TRI/SRC/allocations/01141
AL000471,EV001140,PM-R00627,5880,USD,2023-06-15T16:35:49+00:00,TRI/SRC/allocations/01141
AL000472,EV001143,PM-R00628,16752,USD,2023-09-29T06:05:13+00:00,TRI/SRC/allocations/01143
AL000473,EV001147,PM-R00630,4654,USD,2022-12-18T21:34:02+00:00,TRI/SRC/allocations/01147
AL000474,EV001149,PM-R00631,23995,USD,2022-10-20T01:19:10+00:00,TRI/SRC/allocations/01150
AL000475,EV001149,PM-R00632,14219,USD,2022-10-20T00:20:47+00:00,TRI/SRC/allocations/01150
AL000476,EV001152,PM-R00633,42747,USD,2023-02-20T09:07:52+00:00,TRI/SRC/allocations/01153
AL000477,EV001152,PM-R00634,21441,USD,2023-02-16T22:11:00+00:00,TRI/SRC/allocations/01153
AL000478,EV001155,PM-R00635,8048,USD,2022-11-07T23:07:02+00:00,TRI/SRC/allocations/01155
AL000479,EV001157,PM-R00636,31630,USD,2022-09-26T15:21:42+00:00,TRI/SRC/allocations/01157
AL000480,EV001159,PM-R00637,45680,USD,2023-09-20T07:05:08+00:00,TRI/SRC/allocations/01159
AL000481,EV001163,PM-R00639,19513,USD,2023-02-24T00:38:04+00:00,TRI/SRC/allocations/01163
AL000482,EV001165,PM-R00640,20563,USD,2022-10-24T19:36:12+00:00,TRI/SRC/allocations/01165
AL000483,EV001167,PM-R00641,1644,USD,2022-11-22T10:23:30+00:00,TRI/SRC/allocations/01168
AL000484,EV001167,PM-R00642,1515,USD,2022-11-26T01:09:40+00:00,TRI/SRC/allocations/01168
AL000485,EV001171,PM-R00644,21524,USD,2022-12-25T03:58:15+00:00,TRI/SRC/allocations/01171
AL000486,EV001173,PM-R00645,4763,USD,2023-06-05T20:34:11+00:00,TRI/SRC/allocations/01173
AL000487,EV001175,PM-R00646,17068,USD,2022-10-30T10:37:49+00:00,TRI/SRC/allocations/01175
AL000488,EV001179,PM-R00649,7368,USD,2023-01-20T04:28:04+00:00,TRI/SRC/allocations/01180
AL000489,EV001179,PM-R00650,4397,USD,2023-01-21T23:45:34+00:00,TRI/SRC/allocations/01180
AL000490,EV001182,PM-R00651,7573,USD,2023-10-23T18:51:06+00:00,TRI/SRC/allocations/01182
AL000491,EV001185,PM-R00653,2663,USD,2023-09-02T22:49:24+00:00,TRI/SRC/allocations/01185
AL000492,EV001187,PM-R00654,7453,USD,2022-11-15T00:31:00+00:00,TRI/SRC/allocations/01187
AL000493,EV001189,PM-R00655,8456,USD,2022-08-02T09:16:19+00:00,TRI/SRC/allocations/01190
AL000494,EV001189,PM-R00656,5259,USD,2022-08-02T03:04:34+00:00,TRI/SRC/allocations/01190
AL000495,EV001192,PM-R00657,12169,USD,2023-02-08T15:46:58+00:00,TRI/SRC/allocations/01192
AL000496,EV001194,PM-R00658,12999,USD,2023-04-18T10:14:11+00:00,TRI/SRC/allocations/01194
AL000497,EV001196,PM-R00659,5901,USD,2023-06-06T03:42:52+00:00,TRI/SRC/allocations/01197
AL000498,EV001196,PM-R00660,5733,USD,2023-06-22T16:56:24+00:00,TRI/SRC/allocations/01197
AL000499,EV001199,PM-R00661,9822,USD,2023-03-20T19:34:46+00:00,TRI/SRC/allocations/01199
AL000500,EV001201,PM-R00662,10227,USD,2023-10-22T11:31:40+00:00,TRI/SRC/allocations/01202
AL000501,EV001201,PM-R00663,11613,USD,2023-10-20T06:48:43+00:00,TRI/SRC/allocations/01202
AL000502,EV001204,PM-R00664,9912,USD,2023-04-20T19:23:08+00:00,TRI/SRC/allocations/01204
AL000503,EV001206,PM-R00665,19068,USD,2023-09-04T16:15:28+00:00,TRI/SRC/allocations/01207
AL000504,EV001206,PM-R00666,13975,USD,2023-09-04T18:12:33+00:00,TRI/SRC/allocations/01207
AL000505,EV001209,PM-R00667,5998,USD,2022-10-26T12:46:19+00:00,TRI/SRC/allocations/01209
AL000506,EV001211,PM-R00668,7071,USD,2022-11-07T21:05:29+00:00,TRI/SRC/allocations/01211
AL000507,EV001213,PM-R00669,14772,USD,2022-11-22T19:31:52+00:00,TRI/SRC/allocations/01213
